KOI_Name,Exoplanet_Archive_Disposition,Orbital_Period_[days],Transit_Epoch_[BKJD],Impact_Parameter,Transit_Duration_[hrs],Transit_Depth_[ppm],Planetary_Radius_[Earth_radii],Equilibrium_Temperature_[K],Insolation_Flux_[Earth_flux],Transit_Signal-to-Noise,Stellar_Effective_Temperature_[K],Stellar_Surface_Gravity_[log10(cm/s**2)],Stellar_Radius_[Solar_radii],RA_[decimal_degrees],Dec_[decimal_degrees],Kepler-band_[mag]
K04531.01,FALSE POSITIVE,372.62637,307.8836,0.5353,18.52,542.0,2.38,258.0,1.05,11.9,6014.0,4.486,0.993,289.94693,41.802818,15.412
K04532.01,FALSE POSITIVE,1.02087831,131.66089,0.148,2.429,33.4,0.64,1903.0,3115.14,9.9,5750.0,4.337,1.106,290.89783,37.972778,14.103
K04533.01,FALSE POSITIVE,1.26132769,132.4274,0.289,1.244,109.7,0.14,447.0,9.46,9.9,2900.0,5.224,0.132,288.11703,38.437733,15.918
K03161.01,FALSE POSITIVE,6.09406648,133.65981,1.235,2.085,3027.0,54.54,1417.0,953.63,19.0,6785.0,4.162,1.666,287.0574,37.991367,9.58
K04534.01,FALSE POSITIVE,1.1578141,132.43684,0.564,3.253,54.8,1.24,2133.0,4895.77,27.8,5412.0,3.941,1.629,296.97321,43.394669,13.548
K03174.01,FALSE POSITIVE,0.566800926,131.81666,0.971,4.407,264.5,2.19,2200.0,5563.01,63.2,5780.0,4.438,1.0,291.12354,42.663353,10.624
K04604.01,FALSE POSITIVE,24.1876477,145.8464,1.8212,2.654,194.8,118.8,782.0,88.31,11.4,6437.0,4.273,1.31,291.75128,38.034431,13.544
K04606.01,FALSE POSITIVE,2.44926655,132.82121,0.253,2.988,108.2,0.76,1033.0,269.06,10.7,4840.0,4.551,0.749,294.60608,39.920361,15.238
K04675.01,FALSE POSITIVE,2.17812826,132.03068,0.344,2.601,100.8,0.81,1206.0,500.27,10.4,5426.0,4.579,0.805,287.14621,47.183529,15.613
K04677.01,FALSE POSITIVE,1.33259494,132.0286,0.104,2.783,92.7,0.89,1665.0,1814.46,7.8,6063.0,4.51,0.918,294.88477,46.646591,15.165
K04678.01,FALSE POSITIVE,2.05048377,133.2849,0.013,3.67,60.5,0.66,1339.0,761.65,14.3,5568.0,4.451,0.854,287.17123,39.388329,14.352
K04679.01,FALSE POSITIVE,1.19550618,132.3006,0.483,3.337,26.9,0.78,2152.0,5062.04,13.3,6088.0,4.15,1.463,297.53574,41.940571,13.45
K03157.01,FALSE POSITIVE,0.683082998,131.73271,0.694,4.409,143.3,9.92,6757.0,492690.35,26.1,8247.0,3.17,7.762,284.49561,44.988121,8.163
K04468.01,FALSE POSITIVE,0.791771167,131.523083,1.224,2.4463,509.2,82.71,3419.0,32163.04,82.4,6218.0,3.678,3.07,291.48654,39.211723,13.852
K04469.01,FALSE POSITIVE,0.894172544,131.51006,0.162,0.8302,86.2,0.68,1461.0,1070.89,16.9,4982.0,4.591,0.736,289.75653,46.952888,14.251
K04470.01,FALSE POSITIVE,1.68207624,132.12513,0.56,1.519,54.7,1.01,1980.0,3646.1,11.1,6495.0,4.191,1.311,298.23792,48.175758,13.753
K04535.01,FALSE POSITIVE,9.8480917,136.80247,0.127,3.079,141.9,0.88,711.0,60.47,9.7,5289.0,4.546,0.748,292.25284,38.60899,14.791
K04536.01,FALSE POSITIVE,0.566800593,131.8233,0.2,3.909,12.3,0.48,2783.0,14091.55,10.4,6476.0,4.255,1.353,291.61011,42.810459,12.318
K04537.01,FALSE POSITIVE,0.969602551,131.93121,0.415,1.728,111.0,0.69,1334.0,750.09,10.4,4856.0,4.643,0.66,295.14267,39.93071,15.522
K04538.01,FALSE POSITIVE,9.25801294,132.88335,0.186,2.854,88.1,1.73,1229.0,539.51,12.9,6200.0,3.977,1.834,299.51422,41.220589,13.49
K04539.01,FALSE POSITIVE,25.9554044,148.7989,0.952,8.491,122.7,1.46,656.0,43.9,11.6,6058.0,4.408,1.038,293.72696,39.0368,14.145
K04607.01,FALSE POSITIVE,3.74788208,134.1709,0.09,4.183,153.4,0.94,979.0,216.97,13.6,5340.0,4.593,0.777,290.96017,50.284679,15.527
K04608.01,FALSE POSITIVE,0.93479255,131.88578,1.2,4.5838,247.5,24.75,2040.0,4108.03,78.3,6018.0,4.33,1.053,295.18976,42.523319,14.198
K04609.01,FALSE POSITIVE,361.43653,421.747,0.2175,9.08,271.9,1.56,268.0,1.22,10.8,6028.0,4.398,0.938,286.78522,38.151642,13.791
K04610.01,FALSE POSITIVE,0.89628253,131.54972,0.176,1.397,86.4,0.76,1670.0,1848.85,13.0,5561.0,4.572,0.818,296.50925,44.625912,15.248
K04611.01,FALSE POSITIVE,1.67495622,131.8099,0.399,2.994,35.9,0.77,1843.0,2732.19,15.3,6323.0,4.296,1.263,293.4678,48.12608,13.363
K04681.01,FALSE POSITIVE,8.2344072,137.4733,0.812,2.808,59.2,1.49,1263.0,601.05,11.5,6148.0,3.964,1.741,293.44537,38.929588,12.88
K04682.01,FALSE POSITIVE,2.15052332,132.3132,0.0303,3.447,115.5,1.17,1410.0,934.17,11.0,5780.0,4.438,1.0,295.29333,40.183308,13.322
K03193.01,FALSE POSITIVE,32.6122381,144.55067,1.252,2.886,1321.4,31.96,570.0,24.92,19.6,5780.0,4.438,1.0,287.07892,43.068771,11.486
K04683.01,FALSE POSITIVE,0.967073359,131.604602,1.222,2.4875,773.5,28.15,1867.0,2870.56,92.4,5755.0,4.402,1.022,294.02347,39.92408,15.12
K04684.01,FALSE POSITIVE,3.5564279,133.5377,0.359,6.998,131.4,0.8,972.0,211.41,12.3,5404.0,4.638,0.694,297.19739,46.22826,15.927
K04471.01,FALSE POSITIVE,0.942997994,132.24469,0.153,1.1658,539.2,1.56,1283.0,639.03,29.2,4499.0,4.59,0.693,292.8598,45.205791,15.878
K04472.01,FALSE POSITIVE,0.566796775,131.83811,0.974,5.471,144.1,0.61,931.0,176.94,32.2,3453.0,4.892,0.358,291.08929,42.590969,15.51
K04473.01,CONFIRMED,13.6471211,132.2552,0.617,8.331,75.0,1.25,913.0,164.06,14.7,5771.0,4.106,1.382,296.05984,42.65604,13.897
K04474.01,CONFIRMED,16.473474,142.68604,0.014,4.201,470.5,1.63,612.0,33.22,13.0,5364.0,4.529,0.754,295.56357,39.417599,15.889
K04475.01,FALSE POSITIVE,3.74788322,134.17324,0.544,3.45,242.6,1.32,1031.0,266.76,16.3,5514.0,4.569,0.826,290.96243,50.272629,15.817
K04540.01,FALSE POSITIVE,0.705455349,131.67764,0.447,2.469,74.9,0.64,1693.0,1936.09,18.0,5383.0,4.614,0.736,289.94019,50.652771,14.837
K07724.01,FALSE POSITIVE,488.67353,519.7805,0.432,12.35,691.0,2.03,188.0,0.3,8.2,5218.0,4.596,0.772,298.12234,40.462349,15.747
K04542.01,FALSE POSITIVE,1.08906057,132.0391,0.29,2.743,76.2,0.75,1511.0,1235.96,10.4,5087.0,4.463,0.881,287.97504,46.35326,14.959
K04543.01,FALSE POSITIVE,1.48922187,132.3722,0.393,1.882,613.6,2.5,1594.0,1524.19,10.8,5780.0,4.438,1.0,294.15503,46.575706,17.352
K03162.01,FALSE POSITIVE,0.716709761,132.05103,0.986,0.6969,68.4,1.42,2394.0,7725.24,21.2,6109.0,4.229,1.173,282.19479,46.522888,10.047
K04612.01,FALSE POSITIVE,4.1083812,134.8932,0.148,3.279,352.8,1.62,1058.0,295.63,11.4,5730.0,4.545,0.87,296.90204,43.839821,15.771
K04613.01,CONFIRMED,1.962282625,131.53585,0.169,1.45,68.3,0.81,1448.0,1038.36,12.9,5726.0,4.418,0.979,296.58755,47.207161,13.885
K03178.01,FALSE POSITIVE,0.523629052,131.63487,0.045,3.443,122.0,46.33,9801.0,2181689.59,61.4,4136.0,1.392,44.448,298.23517,48.49789,10.863
K04615.01,FALSE POSITIVE,1.04588635,131.9887,0.204,2.833,102.7,1.1,1972.0,3582.91,13.2,6249.0,4.428,1.076,293.21414,45.82597,15.805
K04687.01,FALSE POSITIVE,419.92898,134.7701,0.0299,14.55,233.5,1.51,255.0,1.0,7.5,6047.0,4.431,0.988,295.53461,48.677391,14.755
K04688.01,FALSE POSITIVE,1.23521458,131.9681,0.458,0.918,89.5,0.93,1713.0,2032.78,5.0,5999.0,4.494,0.959,295.82114,39.975479,15.637
K04689.01,FALSE POSITIVE,1.085229874,132.10036,0.439,0.652,238.1,1.37,1632.0,1675.45,7.6,5713.0,4.554,0.851,298.15717,47.331268,15.959
K04476.01,FALSE POSITIVE,1.540379557,132.00637,0.329,2.026,76.9,0.81,1581.0,1481.09,14.6,5812.0,4.408,0.914,286.94647,38.885189,14.298
K03158.01,CONFIRMED,3.60011712,133.25983,0.025,2.396,50.2,0.5,938.0,182.81,21.6,5051.0,4.562,0.721,289.75229,41.634605,8.717
K04477.02,CONFIRMED,9.32867952,135.87513,0.035,1.572,354.4,1.62,806.0,99.6,12.7,5749.0,4.547,0.864,289.10422,41.69014,15.466
K04478.01,CONFIRMED,6.38671206,131.52991,0.015,1.201,223.7,1.19,811.0,102.25,11.6,5071.0,4.505,0.811,296.02225,44.732658,14.58
K04544.01,FALSE POSITIVE,158.348345,260.2924,3.655,10.55,899.0,372.86,409.0,6.61,17.6,6521.0,4.352,1.276,296.62296,47.291142,15.028
K04547.01,FALSE POSITIVE,0.93376962,132.4211,1.142,7.023,125.8,16.3,1937.0,3343.62,28.5,6056.0,4.448,0.975,292.93661,47.499931,15.318
K07725.01,FALSE POSITIVE,322.48381,189.1585,0.938,22.99,1023.4,3.5,259.0,1.06,27.0,5968.0,4.534,0.881,298.93066,40.419102,14.76
K04905.01,FALSE POSITIVE,0.739404894,131.69907,0.077,1.753,246.8,0.94,1256.0,589.06,21.0,4205.0,4.635,0.624,296.09058,50.408772,15.962
K04908.01,FALSE POSITIVE,25.949641315,148.9825267,0.945,11.6411,67.8,2.06,753.0,76.14,7.6,5109.0,3.873,1.922,293.68207,39.01112,13.956
K07702.01,FALSE POSITIVE,1.71051215,131.65812,0.057,1.284,42.2,1.04,2004.0,3820.16,11.2,5925.0,3.989,1.589,286.112,39.80323,13.095
K03296.01,CONFIRMED,62.869463,166.0137,0.954,6.842,341.7,1.96,349.0,3.51,16.2,4762.0,4.535,0.781,282.42303,46.014019,14.591
K03297.01,FALSE POSITIVE,84.8062818,192.37227,1.265,9.0006,9936.0,36.51,388.0,5.33,121.6,5735.0,4.525,0.853,289.15082,46.344151,15.808
K03298.01,CONFIRMED,29.9632816,149.94353,0.855,2.6,893.2,2.24,391.0,5.55,17.7,4463.0,4.623,0.638,285.5578,44.010792,15.947
K03299.01,FALSE POSITIVE,17.99643716,134.910537,1.122,4.164,36923.0,30.08,468.0,11.31,123.5,4438.0,4.606,0.666,283.01282,42.723679,14.845
K01196.02,CONFIRMED,11.63486009,140.50071,0.053,5.466,292.3,2.61,961.0,201.96,18.4,5570.0,4.066,1.548,292.92276,38.47728,15.035
K04765.01,CONFIRMED,10.8118317,137.13426,0.896,2.627,76.8,1.24,922.0,170.74,9.5,6025.0,4.331,1.196,297.32889,47.815472,13.385
K04767.01,FALSE POSITIVE,1.208528832,131.97963,0.039,1.336,180.8,1.25,1725.0,2084.15,10.6,6072.0,4.51,0.923,295.10959,41.07579,15.912
K07718.01,FALSE POSITIVE,208.18711785,146.5337609,0.321,2.5404,394.7,1.99,307.0,2.1,4.2,5780.0,4.438,1.0,298.46381,40.216812,12.793
K04835.01,FALSE POSITIVE,0.93198504,131.62897,1.19,2.0472,326.6,17.72,1647.0,1734.47,44.5,5470.0,4.509,0.777,299.52527,46.917549,14.477
K04836.01,FALSE POSITIVE,0.60818508,131.62275,1.835,0.909,144.7,96.03,2298.0,6637.9,18.9,5981.0,4.372,1.043,295.58548,39.299259,14.538
K04909.01,FALSE POSITIVE,1.65320144,132.40988,0.148,1.525,132.1,0.74,1059.0,296.8,6.7,4544.0,4.609,0.661,290.26178,37.787189,15.762
K04910.01,FALSE POSITIVE,3.37487541,132.48977,0.389,3.085,53.8,0.75,1287.0,649.96,8.3,6181.0,4.464,1.006,300.75897,45.71788,13.858
K03223.01,FALSE POSITIVE,0.962825082,132.21375,0.088,2.8464,118.1,5.18,3265.0,26811.24,40.7,4898.0,3.212,4.928,297.62054,40.76302,12.173
K04911.01,FALSE POSITIVE,309.494217,375.9225,0.0542,13.716,292.0,2.79,399.0,6.01,14.5,6908.0,4.085,1.614,286.0275,37.89447,12.512
K03300.01,FALSE POSITIVE,24.2382519,136.62118,0.82,2.703,465.5,2.19,597.0,29.92,11.3,5763.0,4.527,0.904,291.28296,43.608238,15.752
K03300.02,FALSE POSITIVE,24.2416103,155.0323,0.069,5.137,323.4,1.61,596.0,29.92,10.8,5763.0,4.527,0.904,291.28296,43.608238,15.752
K03302.01,FALSE POSITIVE,69.3788597,154.19137,0.539,3.807,530.4,2.07,421.0,7.4,16.8,5806.0,4.529,0.874,291.97253,44.12999,14.854
K03303.01,CONFIRMED,29.3493852,148.46564,0.75,4.313,659.2,2.02,451.0,9.81,20.3,4987.0,4.613,0.722,285.83047,43.198391,15.689
K04769.01,FALSE POSITIVE,449.57274,153.3061,0.2059,9.328,221.4,3.08,333.0,2.89,14.1,5691.0,3.842,2.079,289.43906,41.492977,13.679
K04770.01,FALSE POSITIVE,245.059374,301.678,0.0927,9.549,165.0,1.63,356.0,3.81,15.1,6036.0,4.127,1.265,293.81812,45.20153,12.854
K04841.01,FALSE POSITIVE,0.708726708,132.08629,0.28,0.753,313.6,0.92,1302.0,684.35,13.4,4607.0,4.733,0.515,299.54672,40.681911,15.986
K04842.01,FALSE POSITIVE,283.72675,392.671,0.3461,15.49,84.6,1.18,341.0,3.2,9.3,6496.0,4.301,1.257,289.08319,51.47406,12.768
K04843.01,FALSE POSITIVE,373.60683,246.5809,0.588,8.752,534.8,2.5,271.0,1.28,9.3,6184.0,4.448,1.038,281.86789,47.256649,15.256
K03226.01,FALSE POSITIVE,4.29388808,133.51002,0.272,3.618,110.6,1.68,1532.0,1302.16,17.9,6615.0,4.173,1.574,294.89734,40.798168,12.209
K03304.01,FALSE POSITIVE,13.5437884,135.27623,1.269,5.7076,6608.7,32.21,658.0,44.22,114.4,5463.0,4.582,0.794,300.49106,45.796909,15.023
K03305.01,CONFIRMED,65.6491001,174.79319,0.038,7.298,983.9,2.52,390.0,5.48,20.5,5436.0,4.573,0.819,296.39752,42.396919,15.858
K03306.01,CONFIRMED,25.1593389,153.0404,0.035,5.198,358.1,1.76,619.0,34.7,13.1,5973.0,4.506,0.935,294.4873,42.00692,15.759
K03308.01,CONFIRMED,31.7787564,136.76929,0.29,8.093,262.0,1.5,564.0,23.96,25.9,5638.0,4.391,0.928,287.23569,38.754162,14.159
K03205.01,FALSE POSITIVE,1.332568744,132.04697,0.751,3.755,24.1,0.58,1941.0,3346.25,29.1,6620.0,4.411,1.081,295.19992,46.814621,11.834
K04772.02,CONFIRMED,9.0194714,139.9234,0.2805,5.92,191.6,1.07,789.0,91.74,7.2,5775.0,4.59,0.768,301.57855,44.31218,15.514
K04845.01,FALSE POSITIVE,0.814278961,131.64806,0.451,2.087,72.0,0.76,1762.0,2284.94,13.0,5537.0,4.539,0.886,292.50577,49.331959,15.367
K04847.01,FALSE POSITIVE,2.1890751,132.09378,0.048,2.365,94.8,0.87,1399.0,906.2,12.6,6077.0,4.526,0.891,285.92587,39.669209,14.92
K03227.01,FALSE POSITIVE,2.42649862,133.70347,0.673,2.014,29.2,0.75,1638.0,1705.27,15.2,6033.0,4.176,1.316,298.40298,45.29723,12.222
K03230.01,FALSE POSITIVE,8.80854183,134.02712,0.993,34.7564,174.7,2.69,1000.0,236.05,137.3,6017.0,4.3,1.21,295.71942,45.747559,12.239
K07719.01,FALSE POSITIVE,219.74735,239.9455,0.097,22.48,190.4,3.24,427.0,7.82,12.7,5127.0,3.602,2.38,285.28674,40.342339,12.821
K03231.01,FALSE POSITIVE,19.7639874,134.17,0.489,12.319,51.3,1.19,900.0,155.45,13.5,6195.0,4.072,1.617,298.35858,47.638592,12.25
K03232.01,CONFIRMED,6.05919881,133.67437,0.438,1.365,154.2,1.21,976.0,214.55,11.7,5734.0,4.462,0.962,282.11783,46.22393,12.253
K00279.03,CONFIRMED,7.5143967,136.1851,0.399,4.865,36.3,0.96,1199.0,488.52,9.8,6206.0,4.159,1.573,295.48651,51.0135,11.684
K01196.03,CONFIRMED,33.1981761,142.09873,0.826,4.709,336.7,3.21,678.0,49.9,11.8,5570.0,4.066,1.548,292.92276,38.47728,15.035
K03308.02,CONFIRMED,5.32784157,133.55005,0.116,4.696,87.2,0.86,1023.0,259.32,15.9,5638.0,4.391,0.928,287.23569,38.754162,14.159
K03311.01,CONFIRMED,31.827649,134.59995,0.785,1.639,520.0,4.98,668.0,47.21,16.4,4774.0,3.838,1.954,289.81934,51.90485,14.41
K04777.01,CONFIRMED,0.824000125,131.80421,0.7697,0.855,183.1,0.42,746.0,73.09,12.3,3396.0,4.991,0.28,287.26215,42.03231,15.896
K04778.01,FALSE POSITIVE,0.772152075,132.2074,1.009,1.78,43.6,4.44,2966.0,18277.6,13.6,5951.0,3.787,2.08,299.46524,40.89109,13.308
K04779.01,FALSE POSITIVE,1.08469871,131.7376,0.672,4.077,124.0,1.11,1757.0,2247.25,16.9,5942.0,4.506,0.938,293.98932,45.48415,15.824
K03216.01,FALSE POSITIVE,5.660274452,134.46727,1.092,0.9077,414.1,11.02,950.0,192.77,26.4,5615.0,4.478,0.842,291.37064,47.435509,12.049
K04851.01,FALSE POSITIVE,1.23512429,132.00059,0.556,4.22,15.2,0.38,1642.0,1722.78,15.7,5798.0,4.507,0.941,295.84006,39.931221,11.438
K07713.01,FALSE POSITIVE,1.381257093,131.84079,0.351,1.125,92.3,1.1,1728.0,2110.47,11.0,5861.0,4.385,1.131,291.38626,40.18026,14.943
K03234.01,CONFIRMED,2.41810158,132.38894,0.016,2.144,46.8,0.85,1602.0,1555.96,13.4,6258.0,4.307,1.239,283.43576,47.06686,12.278
K03237.01,CONFIRMED,33.4203001,159.1401,0.789,5.307,436.6,2.46,581.0,27.02,8.9,5731.0,4.372,1.066,285.33063,42.040428,12.325
K03238.01,FALSE POSITIVE,58.3437362,169.90401,1.246,22.482,1266.8,93.55,779.0,87.03,75.0,5896.0,3.65,3.006,300.02124,46.090778,12.33
K03239.01,FALSE POSITIVE,1.070982122,131.98355,0.563,1.255,43.4,0.98,2122.0,4811.39,9.0,5717.0,4.109,1.433,298.89642,40.477009,12.334
K03314.01,FALSE POSITIVE,23.81578356,141.84883,0.958,3.7591,4856.7,8.4,560.0,23.2,71.0,5561.0,4.572,0.818,294.66592,46.665852,16.029
K03315.01,CONFIRMED,31.1748311,159.10049,0.016,3.79,200.2,1.31,585.0,27.62,17.0,6086.0,4.511,0.921,289.83121,44.609859,13.926
K07726.01,FALSE POSITIVE,0.474811162,132.20477,0.44,1.169,205.2,1.28,2206.0,5603.32,17.4,5799.0,4.539,0.878,298.48325,40.585949,15.733
K03316.01,CONFIRMED,47.0568476,161.05864,0.027,5.2232,1531.2,2.84,411.0,6.72,38.0,5288.0,4.613,0.74,295.04855,45.342682,15.549
K04781.01,FALSE POSITIVE,367.73299,302.3576,0.0064,10.158,503.9,2.1,266.0,1.19,11.2,6225.0,4.481,0.931,288.97574,41.279121,14.892
K04783.01,FALSE POSITIVE,0.743495989,132.18904,1.144,2.255,172.8,11.82,1617.0,1612.65,26.0,5345.0,4.639,0.686,289.07837,39.70882,15.222
K04784.01,FALSE POSITIVE,1.405887031,132.01147,0.364,1.184,216.0,0.95,1086.0,329.99,13.8,4440.0,4.618,0.653,286.7695,45.234131,15.643
K04855.01,FALSE POSITIVE,1.45728997,131.5882,0.749,3.582,71.3,0.93,1665.0,1818.19,15.5,6063.0,4.476,1.012,290.36142,46.661331,14.561
K03240.01,FALSE POSITIVE,1.245331397,132.22902,0.649,2.566,38.1,1.61,2678.0,12115.45,26.5,6106.0,3.781,2.477,292.34503,41.585289,12.341
K07714.01,FALSE POSITIVE,1.52593737,132.6849,0.681,1.958,159.1,1.39,1697.0,1963.41,9.6,6184.0,4.448,1.038,295.31754,40.190639,14.943
K03241.01,FALSE POSITIVE,8.21429932,135.00609,0.667,3.099,70.7,1.66,1312.0,701.11,19.7,6277.0,3.951,1.869,294.17792,46.191711,12.344
K03242.01,FALSE POSITIVE,1.54945486,132.47682,0.228,6.698,21.8,1.34,3006.0,19304.93,20.9,7382.0,3.838,2.804,284.45609,42.439831,12.374
K03243.01,FALSE POSITIVE,8.42943991,132.29198,0.82,2.441,89.1,1.19,1029.0,265.39,19.7,6353.0,4.375,1.132,286.85983,46.625511,12.385
K03245.01,CONFIRMED,10.60052083,132.98523,0.729,4.509,60.9,1.09,987.0,224.28,17.4,6035.0,4.212,1.303,280.24945,43.915058,12.405
K03324.01,CONFIRMED,21.8634638,145.2419,0.502,3.542,871.0,2.37,551.0,21.77,9.9,5383.0,4.587,0.789,293.82135,39.39135,15.965
K03325.01,FALSE POSITIVE,86.4392931,144.58294,1.28,6.534,1175.1,35.31,442.0,8.99,20.5,6208.0,4.454,1.024,299.26376,40.263741,14.329
K01422.04,CONFIRMED,63.3354719,162.6161,0.029,3.651,983.0,1.18,202.0,0.39,13.0,3526.0,4.866,0.383,286.54001,49.437328,15.921
K03326.01,FALSE POSITIVE,14.77820911,144.09725,1.258,5.395,10774.0,44.48,809.0,101.07,123.1,6258.0,4.442,1.046,296.11771,48.664108,15.696
K03327.01,FALSE POSITIVE,15.60862948,144.30211,1.171,6.6957,34356.0,39.42,648.0,41.71,186.0,5569.0,4.566,0.829,297.983,48.555649,15.466
K04785.01,FALSE POSITIVE,389.14115,309.5721,0.0973,7.93,347.4,1.67,250.0,0.92,10.1,6043.0,4.505,0.894,290.30505,41.838459,14.534
K04786.01,FALSE POSITIVE,365.78863,187.5436,0.1564,12.76,885.0,2.21,215.0,0.5,10.5,5407.0,4.585,0.752,287.58789,45.598492,15.964
K04787.01,FALSE POSITIVE,2.4826619,133.78028,0.731,2.115,37.0,0.8,1619.0,1627.36,10.0,6356.0,4.292,1.225,286.46796,39.652321,13.505
K04788.01,FALSE POSITIVE,2.17811908,132.02334,0.3437,1.468,74.0,0.8,1412.0,938.51,9.8,6039.0,4.505,0.921,288.43149,45.918869,14.555
K04789.01,FALSE POSITIVE,1.11205787,132.01568,0.008,1.459,118.7,1.02,1799.0,2484.64,16.1,6098.0,4.488,0.932,296.78345,40.229111,14.935
K04858.01,FALSE POSITIVE,224.447413,293.1378,0.4162,4.986,651.0,2.05,260.0,1.08,7.9,5489.0,4.574,0.798,289.4585,46.276379,15.618
K04860.01,FALSE POSITIVE,21.8660922,138.517,0.057,2.03,301.6,1.88,730.0,67.15,9.2,6309.0,4.402,1.077,291.73026,38.411461,15.019
K03217.01,FALSE POSITIVE,5.09506,132.4511,0.691,5.73,23.6,2.14,2247.0,6030.14,7.6,6700.0,3.48,4.146,290.86154,37.885422,12.062
K03246.01,CONFIRMED,0.689967868,131.63498,0.119,1.1688,122.9,0.78,1539.0,1336.82,28.7,4872.0,4.615,0.726,289.42395,46.72617,12.411
K03247.01,FALSE POSITIVE,1.89132292,132.6489,0.709,5.607,16.0,0.9,2799.0,14532.55,14.8,8482.0,4.089,2.106,289.87814,38.427269,12.417
K03249.01,FALSE POSITIVE,0.918420801,131.58576,0.656,3.533,56.7,1.14,2374.0,7502.5,40.3,6210.0,4.166,1.434,289.7605,45.455608,12.434
K03250.01,FALSE POSITIVE,0.573709256,131.93854,0.69,1.4932,131.2,7.05,4415.0,90258.45,37.5,5261.0,3.13,5.769,280.90244,42.935719,12.436
K03318.01,CONFIRMED,13.8353959,134.3082,0.94,4.961,818.0,3.78,809.0,101.05,10.3,6020.0,4.403,1.057,301.27869,44.25053,15.842
K07720.01,FALSE POSITIVE,46.9434911,176.32544,0.213,1.368,100.7,1.57,669.0,47.27,6.6,6253.0,4.102,1.55,291.43582,40.35881,13.098
K03319.01,CONFIRMED,19.5906103,144.65969,0.529,6.745,297.0,2.64,819.0,106.48,24.9,5794.0,4.118,1.496,293.51984,41.277409,15.024
K03319.02,CONFIRMED,8.23983041,137.75528,0.012,5.619,251.0,2.35,1093.0,338.17,29.4,5794.0,4.118,1.496,293.51984,41.277409,15.024
K04791.01,FALSE POSITIVE,427.65334,136.2622,0.4355,11.17,157.1,1.97,284.0,1.53,7.2,5325.0,4.004,1.565,290.73477,49.086639,13.776
K00806.05,FALSE POSITIVE,412.041857,354.8569,0.1068,5.572,1959.0,3.77,217.0,0.52,12.3,5485.0,4.556,0.867,285.28363,38.947281,15.403
K04863.01,FALSE POSITIVE,0.9628348,132.1907,0.309,2.259,92.8,0.81,1648.0,1734.83,7.6,5559.0,4.554,0.838,297.68759,40.670361,15.466
K04865.01,FALSE POSITIVE,1.57017249,132.1034,0.085,2.257,158.4,0.82,1232.0,543.06,10.2,5300.0,4.66,0.66,297.70941,41.028149,15.981
K04866.01,FALSE POSITIVE,0.566798364,131.81891,0.487,3.172,38.6,0.66,2272.0,6280.34,14.1,5864.0,4.411,1.04,291.65839,42.632439,14.895
K03252.01,FALSE POSITIVE,3.22452656,132.50118,0.0995,5.156,57.5,24.48,4883.0,134353.84,24.3,3857.0,1.338,34.674,299.69125,40.855957,12.474
K03253.01,FALSE POSITIVE,1.89127438,132.68059,0.514,4.491,32.3,2.03,3342.0,29488.85,24.6,7919.0,3.663,3.46,290.25375,37.92691,12.481
K03254.01,FALSE POSITIVE,1.33256944,132.05502,0.456,3.89,20.6,0.46,1624.0,1636.72,18.8,5655.0,4.431,0.998,295.13477,46.76965,12.496
K03255.01,CONFIRMED,66.6504521,171.18229,0.433,5.744,536.9,1.56,308.0,2.14,27.1,4550.0,4.627,0.679,297.34738,44.026939,14.352
K03256.01,FALSE POSITIVE,55.7002642,152.6957,0.2976,4.285,332.7,1.18,309.0,2.14,10.8,4267.0,4.608,0.67,295.95798,49.041012,14.807
K03319.03,CONFIRMED,3.54553077,132.37486,0.143,4.143,119.2,1.62,1448.0,1039.47,18.1,5794.0,4.118,1.496,293.51984,41.277409,15.024
K03321.01,FALSE POSITIVE,10.882416555,132.677164,1.199,5.4674,16630.0,29.69,632.0,37.81,265.2,4946.0,4.57,0.715,290.80301,42.34441,14.874
K03322.01,FALSE POSITIVE,25.19830439,142.2240343,1.069,5.1942,73834.0,46.14,604.0,31.54,1669.4,5955.0,4.534,0.883,296.4621,43.459728,15.94
K07721.01,FALSE POSITIVE,0.50727675,131.77681,0.429,2.32,214.7,1.7,2449.0,8524.12,33.5,5970.0,4.399,1.143,295.66525,40.363739,13.639
K04795.01,FALSE POSITIVE,1.316398648,132.2998,0.392,1.169,182.5,1.09,1374.0,842.93,13.1,5088.0,4.508,0.806,285.88486,45.380138,15.797
K04796.01,FALSE POSITIVE,419.4596,275.458,0.0167,13.53,131.8,2.1,303.0,2.0,8.4,5248.0,3.886,1.869,295.77237,48.53656,13.846
K04867.01,FALSE POSITIVE,14.2005007,135.7279,1.106,5.232,80.6,13.28,843.0,119.41,10.6,6332.0,4.406,1.065,282.67715,46.152851,13.594
K04868.01,FALSE POSITIVE,1.318347743,132.7886,0.427,0.871,113.2,1.23,1861.0,2827.4,10.6,6143.0,4.351,1.121,298.80429,42.164162,14.942
K04869.01,FALSE POSITIVE,5.5834987,132.562,0.7862,2.484,87.4,1.41,1317.0,711.41,11.8,6517.0,4.241,1.375,299.81876,43.825741,13.663
K04870.01,FALSE POSITIVE,1.12401084,131.64952,0.297,3.052,43.6,0.61,1719.0,2058.79,10.0,5941.0,4.519,0.911,294.76459,39.762718,14.665
